source_file,matrix_title,institute,institute_code,program,quota,open,open_pwd,general_ews,general_ews_pwd,obc,obc_pwd,sc,sc_pwd,st,st_pwd,total_seats
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),"GMERS Medical College, Morbi",200635,MBBS,All India,5,1,1,0,4,0,1,1,2,0,15
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),"GMERS Medical College, Navsari",200633,MBBS,All India,5,0,2,0,3,1,3,0,1,0,15
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),"GMERS Medical College, Panchmahal Godhra",200637,MBBS,All India,5,0,2,0,4,0,3,0,1,0,15
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),"GMERS Medical College, Porbandar",200636,MBBS,All India,6,0,2,0,4,0,2,0,1,0,15
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),"GMERS Medical College, Rajpipla",200632,MBBS,All India,7,0,1,0,4,0,2,0,1,0,15
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),"GOA MEDICAL COLLEGE, PANAJI",200136,MBBS,All India,10,1,2,1,7,0,3,1,2,0,27
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),Goverment Medical College And Hospital Jalgaon,200440,MBBS,All India,8,0,3,0,7,0,3,0,1,0,22
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),"Goverment medical College Mumbai, gokuldas tejpal hospital premis",902828,MBBS,All India,2,0,1,0,2,0,1,0,1,0,7
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),GOVERMENT MEDICAL COLLEGE NANDURBAR MAHARARASTRA,200535,MBBS,All India,6,0,2,0,4,0,2,0,1,0,15
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),"Goverment Medical College, Bettiah",200111,MBBS,All India,7,0,2,0,5,0,3,0,1,0,18
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),"Goverment Medical College, Datia",200431,MBBS,All India,8,0,2,0,4,0,3,0,1,0,18
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),"Government Doon Medcial College, Dehradun",200305,MBBS,All India,9,1,2,0,6,0,3,0,2,0,23
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),"Government Medcial College, Gondia",200209,MBBS,All India,8,0,3,0,6,0,2,1,2,0,22
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),"Government Medical College & Hospital, Alibag-Raigad",200579,MBBS,All India,4,1,2,0,4,0,2,0,2,0,15
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),"Government Medical College & Hospital, Jalpaiguri",200605,MBBS,All India,6,0,2,0,4,0,2,0,1,0,15
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),"Government Medical College and District General Hospital,Ratnagiri",200664,MBBS,All India,5,1,1,0,4,0,3,0,1,0,15
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),"Government Medical College and ESIC Hospital, Coimbatore",200264,MBBS,All India,4,1,2,0,4,0,2,0,2,0,15
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),"GOVERNMENT MEDICAL COLLEGE AND GENERAL HOSPITAL, SATARA",200576,MBBS,All India,6,0,1,0,3,1,3,0,1,0,15
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),"GOVERNMENT MEDICAL COLLEGE AND HOSPITAL, CHANDIGAR",200119,MBBS,All India,8,0,3,0,5,1,4,0,2,0,23
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),"Government Medical College and Hospital, Jajpur, Odisha (Renamed as Jajati Keshari Medical College and Hospital, Jajpur)",902811,MBBS,All India,3,1,0,0,2,0,1,0,0,0,7
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),"Government Medical College and Hospital, Keonjhar",200590,MBBS,All India,6,0,1,0,3,1,2,1,0,1,15
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),Government Medical College Chittorgarh,200607,MBBS,All India,7,0,1,0,4,0,2,0,1,0,15
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),GOVERNMENT MEDICAL COLLEGE Karimnagar Telangana,200650,MBBS,All India,6,0,2,0,4,0,2,0,1,0,15
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),Government Medical College Khaleelwadi,200456,MBBS,All India,6,0,2,0,4,0,2,0,1,0,15
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),GOVERNMENT MEDICAL COLLEGE MACHILIPATNAM,200673,MBBS,All India,8,0,3,0,5,1,3,0,2,0,22
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),Government Medical College Mahasamund Chhattisgarh,200596,MBBS,All India,6,0,2,0,5,0,2,1,2,0,18
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),GOVERNMENT MEDICAL COLLEGE NANDYAL,200674,MBBS,All India,8,1,2,0,6,0,2,1,1,1,22
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),"Government Medical College Narsampet, Telangana",902817,MBBS,All India,2,0,1,0,2,0,1,0,1,0,7
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),Government Medical College Nirmal,200653,MBBS,All India,5,1,1,0,3,1,3,0,1,0,15
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),GOVERNMENT MEDICAL COLLEGE PURNEA,200677,MBBS,All India,6,1,1,0,4,0,2,0,1,0,15
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),Government Medical College Satna,200657,MBBS,All India,8,1,2,0,6,0,4,0,1,0,22
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),Government Medical College Siddipet,200458,MBBS,All India,6,1,2,1,5,1,3,1,2,0,22
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),Government Medical College Suryapet,200481,MBBS,All India,10,0,2,0,6,0,3,0,1,0,22
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),"GOVERNMENT MEDICAL COLLEGE, AKOLA",200210,MBBS,All India,11,1,3,0,8,0,5,0,2,0,30
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),"Government Medical College, Ananthapuram",200460,MBBS,All India,9,1,2,0,5,0,4,0,1,0,22
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),"Government Medical College, Anantnag",200631,MBBS,All India,7,0,1,0,3,1,2,0,1,0,15
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),"Government Medical College, Ariyalur",200564,MBBS,All India,7,1,3,0,6,0,2,1,2,0,22
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),"Government Medical College, Baramulla",200634,MBBS,All India,5,1,2,0,4,0,2,0,1,0,15
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),"Government Medical College, Bhadradri, Kothagudem",200598,MBBS,All India,9,0,3,0,6,0,3,0,1,0,22
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),"Government Medical College, Bhilwara",200433,MBBS,All India,10,0,2,0,6,0,3,0,1,0,22
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),"GOVERNMENT MEDICAL COLLEGE, BUNDI",200686,MBBS,All India,6,0,1,0,4,1,2,0,1,0,15
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),"Government Medical College, Churachandpur",200592,MBBS,All India,7,0,1,0,4,0,2,0,1,0,15
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),"Government Medical College, Dholpur",200603,MBBS,All India,6,0,2,0,4,0,2,0,1,0,15
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),"Government Medical College, Dindigul",200566,MBBS,All India,10,0,2,0,5,1,3,0,1,0,22
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),"Government Medical College, Doda",200639,MBBS,All India,7,0,1,0,4,0,2,0,1,0,15
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),"Government Medical College, Eluru",200672,MBBS,All India,8,1,2,0,6,0,4,0,1,0,22
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),"Government Medical College, ESIC, Kollam",200414,MBBS,All India,5,0,1,1,4,0,2,1,2,0,16
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),"GOVERNMENT MEDICAL COLLEGE, HANDWARA",200681,MBBS,All India,5,1,2,0,4,0,2,0,1,0,15
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),"Government Medical College, Hanumangarh",200665,MBBS,All India,7,0,1,0,4,0,2,0,1,0,15
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),"Government Medical College, Jagtial",200609,MBBS,All India,9,0,2,0,6,0,4,0,1,0,22
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),"Government Medical College, Jhunjhunu, Rajasthan",902820,MBBS,All India,4,0,1,0,2,0,1,0,0,0,8
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),"Government Medical College, Kallakurichi",200558,MBBS,All India,8,1,2,0,6,0,4,0,1,0,22
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),"Government Medical College, Kanker, Chhattisgarh",200577,MBBS,All India,9,0,2,0,3,1,2,0,1,0,18
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),"Government Medical College, Kathua",200630,MBBS,All India,5,0,2,0,4,0,3,0,1,0,15
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),"Government Medical College, Khammam",200661,MBBS,All India,6,0,1,0,4,0,3,0,1,0,15
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),"Government Medical College, Konni",200624,MBBS,All India,5,1,1,0,4,0,3,0,1,0,15
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),"Government Medical College, Korba(C.G.)",200602,MBBS,All India,7,1,1,0,5,0,3,0,1,0,18
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),"Government Medical College, Krishnagiri",200562,MBBS,All India,8,0,2,0,6,0,4,0,2,0,22
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),"GOVERNMENT MEDICAL COLLEGE, LATUR",200211,MBBS,All India,9,0,1,1,6,1,3,0,2,0,23
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),"Government Medical College, Mahabubabad",200594,MBBS,All India,10,0,2,0,5,1,3,0,1,0,22
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),"Government Medical College, Mahabubangar",200457,MBBS,All India,9,0,2,0,6,0,3,0,2,0,22
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),"Government Medical College, Mancherial",200643,MBBS,All India,7,0,1,0,3,1,2,0,1,0,15
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),"GOVERNMENT MEDICAL COLLEGE, MIRAJ",200212,MBBS,All India,12,1,3,0,8,0,4,0,2,0,30
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),"Government Medical College, Nagapattinam",200571,MBBS,All India,8,1,1,1,6,0,3,0,2,0,22
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),"Government Medical College, Nagarkurnool",200595,MBBS,All India,7,1,2,0,6,0,4,0,2,0,22
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),"Government medical College, Namakkal",200557,MBBS,All India,6,0,2,0,4,0,2,0,1,0,15
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),"Government Medical College, Narayanpet, Telangana",902821,MBBS,All India,3,0,1,0,2,0,1,0,0,0,7
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),"Government Medical College, Nilgiris",200560,MBBS,All India,8,1,3,0,5,1,3,0,1,0,22
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),"Government Medical College, Omandurar",200261,MBBS,All India,5,1,2,0,3,1,2,0,1,0,15
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),"GOVERNMENT MEDICAL COLLEGE, OSMANABAD",200638,MBBS,All India,6,0,2,0,4,0,2,0,1,0,15
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),"Government Medical College, Pali",200435,MBBS,All India,9,1,2,0,5,0,3,0,2,0,22
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),"Government Medical College, Parbhani",200679,MBBS,All India,6,0,2,0,3,1,2,0,1,0,15
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),"Government Medical College, Rajnandgaon",200122,MBBS,All India,8,0,2,0,4,0,3,0,1,0,18
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),"GOVERNMENT MEDICAL COLLEGE, RAJOURI",200640,MBBS,All India,5,0,1,0,4,0,2,1,1,1,15
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),"Government Medical College, Ramagundam",200616,MBBS,All India,7,1,2,1,6,0,3,0,2,0,22
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),"Government Medical College, Ramanathapuram",200567,MBBS,All India,6,0,1,0,4,0,3,0,1,0,15
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),"GOVERNMENT MEDICAL COLLEGE, SANGAREDDY",200597,MBBS,All India,9,0,2,0,6,0,3,0,2,0,22
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),"Government Medical College, Seoni, Madhya Pradesh",902825,MBBS,All India,2,0,1,0,2,0,1,0,1,0,7
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),"Government Medical College, Sindhudurg",200587,MBBS,All India,7,0,1,0,4,0,2,0,1,0,15
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),"GOVERNMENT MEDICAL COLLEGE, SRIGANGANAGAR, RAJASTHAN",200611,MBBS,All India,6,0,1,0,4,0,2,1,1,0,15
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),"Government Medical College, Sundargarh",200591,MBBS,All India,5,0,2,0,4,0,2,0,2,0,15
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),"GOVERNMENT MEDICAL COLLEGE, SURAT",200138,MBBS,All India,14,1,3,0,11,0,6,0,3,0,38
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),"Government Medical College, Thiruvallur",200559,MBBS,All India,6,0,1,0,4,0,2,0,2,0,15
001_final_seat_matrix_for_all_india_quota_except_central_university_round_1_ug_2024_mbbs.pdf,FINAL SEAT MATRIX FOR ALL INDIA QUOTA EXCEPT CENTRAL UNIVERSITY ROUND 1 UG 2024 (MBBS),"Government Medical College, Tiruppur",200561,MBBS,All India,7,0,1,0,4,0,2,0,1,0,15
